代號,名稱,年月,分類,資本適足率,股本,資產,權益,稅前損益,授信總額,存款,放款,權益比率,資產報酬率(稅前),存放比率,催收款,逾期放款,甲類逾期放款,乙類逾期放款,放款(含催收款),逾放比率,備抵呆帳,備抵呆帳覆蓋率,收益總計,費損總計,淨收益,利息收入,利息費用,淨利息總收益比,風險承受性
2895,陽信銀,2020/09,風險承受度稍弱,11.92,28169,580156,36390,3095,377053,503254,372532,6.27,0.53,74.02,1316,1422,1335,87,373849,0.38,4517,3.18 ,8616,5810,2806,6461,2772,1.314682823,0.00483663
2897,王道銀行,2020/09,風險承受度稍弱,12.12,27130,340807,33000,942,207662,258469,172946,9.68,0.28,66.91,983,984,977,7,173929,0.57,2432,2.47 ,6248,5788,460,1744,1163,1.263043478,0.001349738
5827,華泰銀行,2020/09,風險承受度稍弱,12.36,9738,150238,10228,252,85726,134382,85146,6.81,0.17,63.36,126,149,141,8,85271,0.17,1178,7.91 ,1906,1693,213,1452,577,4.107981221,0.001417751
5830,三信銀行,2020/09,風險承受度稍弱,13.38,8819,175641,11927,653,120119,158012,117730,6.79,0.37,74.51,212,242,195,47,117942,0.21,1744,7.21 ,2766,2124,642,2510,686,2.841121495,0.003655183
5835,國泰世華,2020/09,表現穩健,16.13,106986,2996316,236247,21536,1584775,2454519,1559957,7.88,0.72,63.55,1970,2488,1988,500,1561928,0.16,26391,10.61 ,70336,58579,11757,23547,7652,1.351960534,0.003923818
5836,台北富邦銀,2020/09,表現穩健,14.33,119124,2739527,207828,17404,1449181,2068149,1411033,7.59,0.64,68.23,2276,2506,2296,210,1413309,0.18,18298,7.30 ,56520,47336,9184,18478,9086,1.022648084,0.003352404
5838,華銀,2020/09,風險承受度稍弱,13.62,85915,2888930,197845,10467,1847642,2388735,1781301,6.85,0.36,74.57,2105,2146,1812,334,1783407,0.12,20982,9.78 ,40376,32144,8232,21250,7576,1.661078717,0.002849498
5841,中信銀,2020/09,風險承受度稍弱,13.46,147962,3657893,303328,25048,2008397,2935546,1900132,8.29,0.68,64.73,4974,5408,4632,775,1905106,0.28,28412,5.25 ,99881,86048,13833,26735,8618,1.309694209,0.003781685
5843,兆豐商銀,2020/09,風險承受度稍弱,13.82,85362,3379488,289897,17576,2058499,2441624,1891667,8.58,0.52,77.48,4629,5314,4596,718,1896296,0.28,29899,5.63 ,32032,25265,6767,18031,7825,1.508201566,0.002002374
5844,一銀,2020/09,風險承受度稍弱,13.17,89064,3283353,215153,14770,1977685,2576728,1880300,6.55,0.45,72.97,4317,4257,3729,528,1884616,0.23,21927,5.15 ,94037,85258,8779,21181,8215,1.476933592,0.002673791
5847,玉山銀,2020/09,風險承受度稍弱,14.02,95241,2702931,173540,15110,1596943,2253808,1555547,6.42,0.56,69.02,1997,3113,2751,363,1557544,0.2,19069,6.13 ,48662,41129,7533,19350,8018,1.50431435,0.002786975
5848,台新銀,2020/09,表現穩健,14.48,86957,2093601,159237,11523,1303018,1592028,1234685,7.61,0.55,77.55,1737,1930,1500,429,1236422,0.16,16190,8.39 ,57200,50199,7001,18271,7236,1.5762034,0.003343999
5849,永豐銀行,2020/09,風險承受度稍弱,13.81,86061,1886808,136213,8593,1153526,1551829,1113612,7.22,0.46,71.76,1080,1658,1312,346,1114692,0.15,14381,8.67 ,35453,31416,4037,13117,6814,1.561307902,0.002139592
5850,日盛銀行,2020/09,表現穩健,14.73,18121,264942,22739,827,166313,230459,163846,8.58,0.31,71.1,333,435,338,97,164178,0.27,2079,4.78 ,4515,3916,599,2348,912,2.397328881,0.002260872
5852,元大銀,2020/09,表現穩健,15.39,73940,1401622,123670,7987,782894,1207643,763390,8.82,0.57,63.21,960,997,952,45,764351,0.13,11701,11.74 ,25474,20938,4536,11012,4613,1.410714286,0.003236251
5854,合庫,2020/09,風險承受度稍弱,13.73,104507,3762891,237216,12576,2448533,3126325,2328533,6.3,0.33,74.48,8255,7998,7279,720,2336787,0.34,28285,3.54 ,50817,42370,8447,30342,11930,2.179708772,0.002244817
5857,土銀,2020/09,風險承受度稍弱,13.16,73200,3047686,174196,8957,2146398,2612240,2090143,5.72,0.29,80.01,3025,3419,2920,499,2093168,0.16,33599,9.83 ,36831,30191,6640,27155,10773,2.467168675,0.002178702
5858,臺銀,2020/09,表現穩健,15.27,109000,5299221,378571,8760,2969760,4113327,2860116,7.14,0.17,69.53,3473,4856,3178,1678,2863589,0.17,44531,9.17 ,217628,212172,5456,32614,19086,2.479472141,0.001029585
5862,板信銀,2020/09,風險承受度稍弱,11.23,15087,259861,17260,827,172599,229936,167963,6.64,0.32,73.05,585,660,631,29,168548,0.39,2041,3.09 ,3779,3340,439,2642,1156,3.384965831,0.001689365
5863,瑞興銀,2020/09,風險承受度稍弱,12.22,3139,92797,5520,151,52652,70699,51971,5.95,0.16,73.51,93,112,97,15,52064,0.21,592,5.29 ,1211,1113,98,1040,381,6.724489796,0.001056069
5870,花旗台灣,2020/09,表現穩健,16.55,66033,805235,103547,8321,334752,625601,317860,12.86,1.03,50.81,119,1196,300,897,317979,0.38,5613,4.69 ,20140,13999,6141,8196,886,1.190359876,0.007626345
5872,匯豐台灣,2020/09,表現穩健,15.50,34800,642183,50386,3318,308346,437990,259728,7.85,0.52,59.3,29,69,33,36,259757,0.03,3365,48.77 ,12337,9116,3221,4383,2277,0.653834213,0.005015704
5875,星展台灣,2020/09,表現穩健,14.38,32250,441684,35443,612,297107,355929,262446,8.02,0.14,73.74,675,1143,899,244,263122,0.43,3516,3.08 ,9012,8658,354,5143,1501,10.28813559,0.000801478
5876,上海商銀,2020/09,風險承受度稍弱,13.24,44816,1387839,152832,11335,872469,1050400,773873,11.01,0.82,73.67,1466,1607,1526,81,775340,0.21,9712,6.04 ,23298,14626,8672,10699,4481,0.717020295,0.006248563
2801,彰銀,2020/08,風險承受度稍弱,13.83,103847,2217557,163697,6462,1534553,1825554,1459912,7.38,0.29,79.97,4940,6201,5827,374,1464852,0.42,18100,2.92 ,34359,29191,5168,15353,6212,1.76876935,0.002330493
2807,渣打銀行,2020/08,表現穩健,14.98,29106,671213,46266,2430,303690,567503,294460,6.89,0.36,51.89,111,309,137,172,294571,0.11,4791,15.50 ,12195,10375,1820,5125,2044,1.692857143,0.002711509
2809,京城銀,2020/08,表現穩健,15.92,11212,306301,42864,3488,178187,210444,171019,13.99,1.14,81.27,17,23,17,6,171036,0.01,2570,111.74 ,5711,2966,2745,2580,713,0.680145719,0.008961773
2812,台中銀,2020/08,風險承受度稍弱,13.21,39017,703545,53198,3013,474276,621632,452863,7.56,0.43,72.85,1440,1633,1489,144,454303,0.36,6767,4.14 ,9625,7233,2392,7128,2536,1.919732441,0.003399925
2834,臺企銀,2020/08,風險承受度稍弱,13.86,74886,1740355,97119,3334,1213108,1458916,1188795,5.58,0.19,81.48,3895,5400,5082,317,1192690,0.45,15237,2.82 ,19537,18102,1435,13239,5620,5.309407666,0.000824544
2836,高雄銀,2020/08,風險承受度稍弱,12.66,10809,271647,16153,603,181579,224375,177425,5.95,0.22,79.08,530,634,530,104,177955,0.36,2132,3.36 ,3259,2847,412,2142,1112,2.5,0.001516674
2837,凱基銀行,2020/08,表現穩健,14.71,46062,760237,63632,3064,407650,483772,371520,8.37,0.4,76.8,431,595,462,133,371951,0.16,4781,8.04 ,67921,67206,715,5612,2435,4.443356643,0.000940496
2838,聯邦銀,2020/08,表現穩健,14.19,32934,750905,58323,2482,433166,579103,409351,7.77,0.33,70.69,369,548,480,68,409719,0.13,4655,8.49 ,12046,10525,1521,6413,2507,2.568047337,0.002025556
2845,遠東銀,2020/08,風險承受度稍弱,13.07,34481,662648,48311,2427,436894,547598,404748,7.29,0.37,73.91,1290,1616,1492,124,406038,0.4,5815,3.60 ,12085,11206,879,5418,2759,3.025028441,0.001326496
2849,安泰銀,2020/08,表現穩健,15.82,19579,315023,33818,1723,214117,262396,196825,10.74,0.55,75.01,1183,1209,1065,143,198008,0.61,2893,2.39 ,4934,3766,1168,2888,1381,1.290239726,0.003707666
2893,新光銀行,2020/08,表現穩健,14.26,46331,1018371,68228,4816,648552,889070,627614,6.7,0.47,70.59,671,1205,1034,171,628285,0.19,8055,6.68 ,19197,16157,3040,8961,3267,1.873026316,0.00298516
28944,中輸銀,2020/08,表現穩健,29.76,31711,152525,35062,520,168398,0,144660,22.99,0.34,0,11,11,11,0,144671,0.01,1951,177.36 ,1165,1081,84,560,91,5.583333333,0.000550729
2895,陽信銀,2020/08,風險承受度稍弱,11.92,28086,573756,36133,2824,374855,493692,370363,6.3,0.49,75.02,1232,1397,1238,159,371596,0.38,4490,3.21 ,7735,5172,2563,5761,2504,1.270776434,0.004467056
2897,王道銀行,2020/08,風險承受度稍弱,12.12,27130,337752,33155,877,206159,254259,172604,9.82,0.26,67.89,1236,1236,1227,9,173840,0.71,2434,1.97 ,5526,5089,437,1557,1051,1.157894737,0.001293849
5827,華泰銀行,2020/08,風險承受度稍弱,12.36,9738,148980,10212,230,84707,135130,84088,6.85,0.15,62.23,159,204,196,8,84246,0.24,1171,5.74 ,1723,1542,181,1297,520,4.29281768,0.001214928
5830,三信銀行,2020/08,風險承受度稍弱,13.38,8751,174548,11805,597,118406,156713,115999,6.76,0.34,74.02,221,336,296,40,116220,0.29,1740,5.18 ,2480,1893,587,2246,617,2.775127768,0.003362972
5835,國泰世華,2020/08,表現穩健,16.13,106986,3011457,235016,19580,1584997,2456166,1560519,7.8,0.65,63.53,2098,2606,2116,489,1562617,0.17,26286,10.09 ,59002,47913,11089,21092,7004,1.270448192,0.003682271
5836,台北富邦銀,2020/08,表現穩健,14.33,119124,2716122,207138,15855,1438992,2050154,1399568,7.63,0.58,68.27,2250,2497,2270,227,1401818,0.18,18167,7.28 ,51342,42770,8572,16516,8352,0.952403173,0.00315597
5838,華銀,2020/08,風險承受度稍弱,13.62,85915,2866954,198762,9433,1843163,2406105,1779622,6.93,0.33,73.96,2261,2554,1876,677,1781884,0.14,20884,8.18 ,34848,27309,7539,19091,6894,1.617853827,0.00262962
5841,中信銀,2020/08,風險承受度稍弱,13.46,147962,3718699,303157,22027,2127174,2889929,2022488,8.15,0.59,69.98,5065,5390,4690,700,2027552,0.27,28381,5.27 ,90612,78678,11934,23900,7836,1.346070052,0.003209187
5843,兆豐商銀,2020/08,風險承受度稍弱,13.82,85362,3395330,288614,15736,2059519,2507078,1890270,8.5,0.46,75.4,4608,5002,3727,1275,1894878,0.26,30193,6.04 ,29254,23338,5916,16191,7221,1.516227181,0.001742393
5844,一銀,2020/08,風險承受度稍弱,13.17,89064,3204018,215263,13393,1933113,2549622,1836890,6.72,0.42,72.05,4567,4535,3687,848,1841458,0.25,21645,4.77 ,81095,73338,7757,18857,7481,1.466546345,0.002421023
5847,玉山銀,2020/08,風險承受度稍弱,14.02,95241,2660299,173093,13891,1585109,2220385,1547153,6.51,0.52,69.68,1885,3140,2771,369,1549038,0.2,18882,6.01 ,42089,35176,6913,17317,7349,1.441921018,0.00259858
5848,台新銀,2020/08,表現穩健,14.48,86957,2090583,158428,10322,1307825,1591200,1241908,7.58,0.49,78.05,1790,1989,1541,448,1243698,0.16,16205,8.15 ,49019,42784,6235,16393,6629,1.565998396,0.002982422
5849,永豐銀行,2020/08,風險承受度稍弱,13.81,86061,1921093,135869,7484,1181712,1539399,1144798,7.07,0.39,74.37,1394,1946,1666,280,1146192,0.17,14641,7.52 ,32499,28765,3734,11761,6218,1.484467059,0.001943685
5850,日盛銀行,2020/08,表現穩健,14.73,18121,268257,22692,758,164617,235217,162337,8.46,0.28,69.02,331,438,340,98,162669,0.27,2080,4.75 ,4092,3527,565,2110,838,2.251327434,0.002106189
5852,元大銀,2020/08,表現穩健,15.39,73940,1378047,123149,7263,780411,1187773,761002,8.94,0.53,64.07,965,1035,960,75,761966,0.14,11643,11.25 ,23407,19241,4166,9875,4213,1.359097456,0.003023119
5854,合庫,2020/08,風險承受度稍弱,13.73,104507,3735094,237193,11194,2430239,3124530,2309723,6.35,0.3,73.92,8008,8132,7406,726,2317732,0.35,28209,3.47 ,46086,38355,7731,27181,10811,2.11744923,0.002069827
5857,土銀,2020/08,風險承受度稍弱,13.16,73200,3026964,174357,8188,2137952,2614457,2082840,5.76,0.27,79.67,3026,3660,3223,437,2085866,0.18,33326,9.11 ,33166,27162,6004,24386,9760,2.436042638,0.001983506
5858,臺銀,2020/08,表現穩健,15.27,109000,5232405,377346,8244,2924404,4104576,2814009,7.21,0.16,68.56,3474,4933,3201,1732,2817483,0.18,44566,9.03 ,200986,195652,5334,29268,17324,2.239220097,0.001019417
5862,板信銀,2020/08,風險承受度稍弱,11.23,15087,255562,17190,725,171693,227499,166961,6.73,0.28,73.39,710,754,735,18,167671,0.45,2112,2.80 ,3357,2962,395,2371,1049,3.346835443,0.001545613
5863,瑞興銀,2020/08,風險承受度稍弱,12.22,3139,94119,5510,131,51786,70751,51303,5.85,0.14,72.51,93,102,97,5,51395,0.2,590,5.78 ,1086,1001,85,931,346,6.882352941,0.000903112
5870,花旗台灣,2020/08,表現穩健,16.55,66033,852823,102838,7530,330735,675923,316001,12.06,0.88,46.75,145,1251,355,896,316146,0.4,5759,4.60 ,18168,12490,5678,7375,814,1.155512504,0.006657888
5872,匯豐台灣,2020/08,表現穩健,15.50,34800,612938,50234,3207,297658,438856,261442,8.2,0.52,59.57,31,68,31,37,261473,0.03,3380,49.71 ,11245,8202,3043,3978,2158,0.598093986,0.004964613
5875,星展台灣,2020/08,表現穩健,14.38,32250,437756,35307,441,303511,355459,268890,8.07,0.1,75.65,739,1159,935,225,269629,0.43,3592,3.10 ,7952,7753,199,4636,1377,16.37688442,0.000454591
5876,上海商銀,2020/08,風險承受度稍弱,13.24,44816,1382679,152909,10224,869632,1038635,774997,11.06,0.74,74.62,1466,1728,1615,113,776464,0.22,9845,5.70 ,20955,13151,7804,9624,4061,0.712839569,0.005644116
2801,彰銀,2020/07,風險承受度稍弱,13.83,103847,2209158,162870,5877,1535278,1812387,1460992,7.37,0.27,80.61,4114,6354,5944,409,1465107,0.43,17942,2.82 ,31073,26367,4706,13563,5575,1.697407565,0.002130223
2807,渣打銀行,2020/07,表現穩健,14.98,29106,656829,46025,2145,300895,550529,290863,7.01,0.33,52.83,111,299,131,168,290973,0.1,4787,16.01 ,10262,8590,1672,4572,1889,1.604665072,0.002545564
2809,京城銀,2020/07,表現穩健,15.92,11212,298148,42243,3007,175037,207481,168157,14.17,1.01,81.05,17,20,17,4,168174,0.01,2545,127.25 ,5091,2639,2452,2259,638,0.661092985,0.008224103
2812,台中銀,2020/07,風險承受度稍弱,13.21,39017,706549,52705,2612,475421,620543,453831,7.46,0.37,73.13,1453,2132,1517,616,455284,0.47,6671,3.13 ,8421,6342,2079,6279,2252,1.936988937,0.002942471
2834,臺企銀,2020/07,風險承受度稍弱,13.86,74886,1705087,96889,2904,1203371,1435658,1179174,5.68,0.17,82.13,3775,5516,4292,1224,1182949,0.47,14884,2.70 ,17423,16204,1219,11654,5023,5.439704676,0.00071492
2836,高雄銀,2020/07,風險承受度稍弱,12.66,10809,269166,16109,532,180630,223847,176208,5.98,0.2,78.72,449,543,449,95,176657,0.31,2081,3.83 ,2899,2511,388,1885,996,2.291237113,0.00144149
2837,凱基銀行,2020/07,表現穩健,14.71,46062,775678,63352,2572,402136,487174,365821,8.17,0.33,75.09,426,551,453,98,366247,0.15,4714,8.56 ,77710,77328,382,4938,2181,7.217277487,0.000492472
2838,聯邦銀,2020/07,表現穩健,14.19,32934,758818,57371,2146,429814,572232,406534,7.56,0.28,71.04,433,601,549,52,406967,0.15,4655,7.75 ,10709,9387,1322,5651,2231,2.58698941,0.001742183
2845,遠東銀,2020/07,風險承受度稍弱,13.07,34481,650698,48131,2161,430663,528105,399379,7.4,0.33,75.62,1269,1601,1469,132,400648,0.4,5591,3.49 ,10833,10121,712,4772,2469,3.234550562,0.00109421
2849,安泰銀,2020/07,表現穩健,15.82,19579,322701,33687,1565,215618,269211,198784,10.44,0.48,73.84,1130,1156,1077,79,199915,0.58,2827,2.45 ,4412,3373,1039,2546,1240,1.256977863,0.003219699
2893,新光銀行,2020/07,表現穩健,14.26,46331,1004671,67982,4180,644147,878849,624375,6.77,0.42,71.04,648,1202,923,279,625023,0.19,8023,6.67 ,16829,14175,2654,7858,2904,1.866616428,0.002641661
28944,中輸銀,2020/07,表現穩健,29.76,31711,148191,35008,478,162628,0,139743,23.62,0.32,0,11,11,11,0,139755,0.01,1921,174.64 ,1067,971,96,493,81,4.291666667,0.000647813
2895,陽信銀,2020/07,風險承受度稍弱,11.92,27169,569905,34959,2520,369302,494817,364859,6.13,0.44,73.74,1194,1392,1194,198,366053,0.38,4415,3.17 ,6803,4526,2277,5045,2228,1.23715415,0.003995403
2897,王道銀行,2020/07,風險承受度稍弱,12.12,27130,343609,33001,670,207237,253213,174317,9.6,0.19,68.84,1241,1242,1233,9,175558,0.71,2437,1.96 ,4678,4364,314,1367,933,1.382165605,0.000913829
5827,華泰銀行,2020/07,風險承受度稍弱,12.36,9738,149270,10173,198,87665,131586,87043,6.82,0.13,66.15,202,218,208,9,87244,0.25,1194,5.48 ,1505,1361,144,1139,461,4.708333333,0.000964695
5830,三信銀行,2020/07,風險承受度稍弱,13.38,8751,172765,11741,516,118454,154173,116049,6.8,0.3,75.27,225,344,299,45,116274,0.3,1715,4.99 ,2191,1683,508,1982,548,2.822834646,0.00294041
5835,國泰世華,2020/07,表現穩健,16.13,106986,2988272,233202,17889,1582815,2432818,1558860,7.8,0.6,64.08,2426,2939,2449,490,1561286,0.19,26811,9.12 ,59942,49460,10482,18566,6312,1.169051708,0.003507713
5836,台北富邦銀,2020/07,表現穩健,14.33,119124,2738174,204850,13847,1437852,2030605,1397260,7.48,0.51,68.81,2290,2547,2310,237,1399550,0.18,18042,7.08 ,46310,38858,7452,14547,7565,0.936929683,0.002721522
5838,華銀,2020/07,風險承受度稍弱,13.62,85915,2830855,198260,8231,1810850,2370452,1746940,7,0.29,73.7,2994,3310,1100,2211,1749935,0.19,20943,6.33 ,30605,24541,6064,16897,6178,1.767645119,0.002142109
5841,中信銀,2020/07,風險承受度稍弱,13.46,147962,3733154,301162,18879,2096666,2897716,1990954,8.07,0.51,68.71,4474,4868,4101,767,1995428,0.24,28083,5.77 ,82491,72616,9875,20985,7032,1.412962025,0.002645216
5843,兆豐商銀,2020/07,風險承受度稍弱,13.82,85362,3413255,286264,13403,2064779,2480018,1894254,8.39,0.39,76.38,4767,5066,4317,748,1899021,0.27,31025,6.12 ,25858,21361,4497,14323,6565,1.7251501,0.001317511
5844,一銀,2020/07,風險承受度稍弱,13.17,89064,3200786,213589,11828,1910700,2519096,1815946,6.67,0.37,72.09,4133,5033,3087,1946,1820079,0.28,21516,4.27 ,71484,65089,6395,16613,6714,1.547928069,0.001997947
5847,玉山銀,2020/07,風險承受度稍弱,14.02,95241,2662075,172144,12487,1577629,2203599,1534883,6.47,0.47,69.65,2083,3043,2690,354,1536966,0.2,18845,6.19 ,39003,32578,6425,15260,6637,1.342101167,0.002413531
5848,台新銀,2020/07,表現穩健,14.48,86957,2102132,157381,8939,1294278,1578014,1230307,7.49,0.43,77.97,1773,2029,1554,475,1232080,0.16,16005,7.89 ,46241,40897,5344,14466,5989,1.58626497,0.002542181
5849,永豐銀行,2020/07,風險承受度稍弱,13.81,86061,1896792,135042,6498,1175524,1543353,1139201,7.12,0.34,73.81,1395,1756,1591,165,1140596,0.15,14465,8.24 ,29105,25610,3495,10355,5586,1.364520744,0.001842585
5850,日盛銀行,2020/07,表現穩健,14.73,18121,269562,22585,632,166939,235632,164844,8.38,0.23,69.96,271,439,282,156,165116,0.27,2112,4.81 ,3648,3180,468,1865,756,2.36965812,0.00173615
5852,元大銀,2020/07,表現穩健,15.39,73940,1386554,122387,6364,782056,1188111,762230,8.83,0.46,64.15,950,1047,977,70,763180,0.14,11503,10.99 ,20978,17363,3615,8703,3774,1.363485477,0.002607183
5854,合庫,2020/07,風險承受度稍弱,13.73,104507,3713752,235897,9722,2408677,3103223,2288741,6.35,0.26,73.75,8437,8323,6958,1365,2297178,0.36,27986,3.36 ,40592,33802,6790,24030,9678,2.113696613,0.00182834
5857,土銀,2020/07,風險承受度稍弱,13.16,73200,3040614,173395,7371,2141294,2606494,2086955,5.7,0.24,80.07,3161,3865,3406,460,2090116,0.18,33006,8.54 ,29355,24070,5285,21540,8711,2.42743614,0.001738136
5858,臺銀,2020/07,表現穩健,15.27,109000,5222541,377675,6382,2902862,4104870,2797672,7.23,0.12,68.15,3509,5107,3266,1841,2801181,0.18,43987,8.61 ,169196,165053,4143,25899,15506,2.50856867,0.000793292
5862,板信銀,2020/07,風險承受度稍弱,11.23,15087,254305,17205,635,170938,224832,166139,6.77,0.25,73.89,693,788,732,56,166832,0.47,2089,2.65 ,2953,2601,352,2092,937,3.28125,0.001384165
5863,瑞興銀,2020/07,風險承受度稍弱,12.22,3139,93505,5494,106,51543,70737,50762,5.88,0.11,71.76,89,132,72,61,50851,0.26,581,4.40 ,938,872,66,822,309,7.772727273,0.000705845
5870,花旗台灣,2020/07,表現穩健,16.55,66033,893667,102228,6788,328714,661867,314272,11.44,0.76,47.48,151,1309,386,922,314423,0.42,5730,4.38 ,16132,11018,5114,6532,738,1.132968322,0.005722489
5872,匯豐台灣,2020/07,表現穩健,15.50,34800,632253,50153,2886,298367,449047,253939,7.93,0.46,56.55,30,73,32,41,253970,0.03,3302,45.23 ,10051,7351,2700,3557,2038,0.562592593,0.004270442
5875,星展台灣,2020/07,表現穩健,14.38,32250,437739,35339,477,300681,359187,267117,8.07,0.11,74.37,1039,1458,1171,287,268156,0.54,3832,2.63 ,7269,7011,258,4109,1244,11.10465116,0.000589392
5876,上海商銀,2020/07,風險承受度稍弱,13.24,44816,1388701,150135,8961,864211,1037363,771075,10.81,0.65,74.33,1349,1599,1411,187,772424,0.21,9748,6.10 ,18635,11780,6855,8507,3611,0.714223195,0.004936268
2801,彰銀,2020/06,風險承受度稍弱,13.68,103847,2201051,162075,5171,1565573,1791995,1491615,7.36,0.23,83.24,4598,6405,4629,1776,1496213,0.43,18150,2.83 ,27264,23263,4001,11744,4929,1.703324169,0.001817768
2807,渣打銀行,2020/06,表現穩健,14.98,29106,654560,45873,1966,302554,553754,287890,7.01,0.3,51.99,132,316,159,157,288023,0.11,4691,14.84 ,8834,7399,1435,4004,1693,1.610452962,0.002192312
2809,京城銀,2020/06,表現穩健,15.58,11212,294012,40478,2399,173597,200854,166816,13.77,0.82,83.05,9,19,9,9,166825,0.01,2345,123.42 ,4082,2053,2029,1937,561,0.678166585,0.006901079
2812,台中銀,2020/06,風險承受度稍弱,12.94,39017,706042,52306,2171,472593,616230,452155,7.41,0.31,73.37,1263,2003,1336,667,453418,0.44,6494,3.24 ,7142,5396,1746,5433,1961,1.988545246,0.002472941
